% TABLE LEGEND
%  F1:  Maximum Fisher's discriminant ratio 
%  F1v: Directional-vector maximum Fisher's discriminant ratio 
%  F2:  Overlap of the per-class bounding boxes 
%  F3:  Maximum (individual) feature efficiency 
%  F4:  Collective feature efficiency (sum of each feature efficiency) 
%  L1:  Minimized sum of the error distance of a linear classifier (linear SMO) 
%  L2:  Training error of a linear classifier (linear SMO) 
%  L3:  Nonlinearity of a linear classifier (linear SMO) 
%  N1:  Fraction of points on the class boundary 
%  N2:  Ratio of average intra/inter class nearest neighbor distance 
%  N3:  Leave-one-out error rate of the one-nearest neighbor classifier 
%  N4:  Nonlinearity of the one-nearest neighbor classifier 
%  T1:  Fraction of maximum covering spheres 
%  T2:  Average number of points per dimension 

@relation combinador_ensemble

@attribute f1 numeric
@attribute f1v numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute l1 numeric
@attribute l2 numeric
@attribute l3 numeric
@attribute n1 numeric
@attribute n2 numeric
@attribute n3 numeric
@attribute n4 numeric
@attribute t1 numeric
@attribute t2 numeric
@attribute AVERAGE_RULE {0,1}
@attribute PRODUCT_RULE {0,1}
@attribute MAJORITY_VOTING_RULE {0,1}
@attribute MIN_RULE {0,1}
@attribute MAX_RULE {0,1}

@data
7478.4285714286,11309.4285714286,0.0029528091,693,936.2857142857,320.8571428571,142.8571428571,500,44.4285714286,26.8571428571,10.8571428571,121.8571428571,756.1428571429,121579,0,1,0,0,0
10974.2857142857,14682.4285714286,0.0021054262,627.1428571429,894.8571428571,319.1428571429,142.7142857143,500,42.8571428571,24,9.3475714286,114.4285714286,734.5714285714,121579,0,1,0,0,0
7232.2857142857,11900.1428571429,0.0028866398,688.2857142857,933.5714285714,323.5714285714,143,500,44.8571428571,21.7142857143,11.0618571429,121,758.7142857143,121579,0,0,0,1,0
8414.8571428571,13020,0.0060584499,675.1428571429,935.5714285714,326,137.4285714286,479,45.4285714286,23.5714285714,11.4285714286,117.8571428571,764.1428571429,121579,0,1,0,0,0
9336.2857142857,12875.8571428571,0.0007780942,645.7142857143,896.7142857143,322.2857142857,142.8571428571,499.8571428571,45.2857142857,23.5714285714,11.2857142857,115.5714285714,742.7142857143,121579,0,1,0,0,0
7923.5714285714,12898.4285714286,0.0026424259,629,885.4285714286,322.7142857143,142.7142857143,499.4285714286,43.4285714286,25,10,118.1428571429,743.7142857143,121579,0,1,0,0,0
10554.5714285714,14070.8571428571,0.0031573639,697.8571428571,948.2857142857,325.4285714286,138.1428571429,490.4285714286,47.4285714286,25.8571428571,12,119.1428571429,741.8571428571,121579,0,1,0,0,0
7143.2857142857,11446.8571428571,0.0033052741,678.2857142857,934.5714285714,327.1428571429,142.5714285714,499.1428571429,47,26,10.6951428571,123.5714285714,755.5714285714,121579,0,1,0,0,0
9226.2857142857,13274,0.0019849081,622.7142857143,878,321.1428571429,142.8571428571,499.7142857143,44.4285714286,27.5714285714,10.6951428571,112.1428571429,743.8571428571,121579,0,0,0,1,0
9740.1428571429,14188.2857142857,0.002014631,656.8571428571,889.1428571429,328,137.5714285714,484.1428571429,43.2857142857,29.7142857143,11,113.8571428571,751.1428571429,121579,0,0,0,1,0
4169,0,152,310,132,55,500,46,70,17,137,954,130069,0,0,0,1,0,0
5524,0,131,304,148,63,500,45,77,16,133,953,130069,0,0,1,0,0,0
5473,0,135,335,146,61,500,45,75,13,111,948,130069,0,1,0,0,0,0
4325,0,149,324,160,63,500,43,65,16,126,940,130069,0,0,1,0,0,0
5119,0,135,337,151,61,500,45,69,14,130,944,130069,0,0,1,0,0,0
4412,0,144,343,157,64,500,59,89,20,151,971,130069,0,0,1,0,0,0
5524,0,134,293,206,73,500,44,73,15,111,943,130069,0,1,0,1,0,0
4750,0,134,301,142,61,500,46,80,17,142,981,130069,0,0,1,0,0,0
5454,0,136,334,170,59,500,54,83,19,111,966,130069,0,0,1,0,0,0
5205,0,124,337,181,69,500,45,72,12,122,942,130069,0,0,1,0,0,0
94.8333333333,4883.3333333333,0,526.8333333333,696.1666666667,356.8333333333,134,421,106.6666666667,150.1666666667,56.6666666667,235.6666666667,1000,26917,0,0,0,1,0
64,4009.1666666667,0,522,664.1666666667,357.3333333333,136.8333333333,442.6666666667,133.5,187.5,85.3333333333,265.8333333333,1000,26917,0,1,0,0,0
80.5,4213.1666666667,0,512.8333333333,669.6666666667,362.6666666667,134.6666666667,419.1666666667,127.5,169.6666666667,76.3333333333,294.8333333333,1000,26917,0,0,0,0,1
65.8333333333,4842.8333333333,0,548.5,704,367.6666666667,132.1666666667,429.1666666667,124,134.5,61.8333333333,215,1000,26917,0,0,0,0,1
97,4493.8333333333,0,527.5,692.5,361,136.1666666667,414.3333333333,121,144.8333333333,62.8333333333,230.5,1000,26917,0,1,0,0,0
96.5,4699.5,0,535,687.3333333333,370.8333333333,139.6666666667,426.5,124,153.1666666667,61.8333333333,243.3333333333,1000,26917,0,1,0,0,0
91.1666666667,4012.6666666667,0,532,686.8333333333,365,138.3333333333,432.1666666667,121.1666666667,139.5,65,264.1666666667,1000,26917,0,0,0,1,0
131.3333333333,6104.6666666667,0,557.6666666667,692.3333333333,383.6666666667,152.5,467.5,121.3333333333,134.5,59.6666666667,193.1666666667,1000,26917,0,1,0,0,0
131.1666666667,4661.5,0,527.8333333333,684.8333333333,347.8333333333,132,397.8333333333,117.1666666667,122,65.8333333333,262.6666666667,1000,26917,0,0,0,1,0
82.3333333333,4447.1666666667,0,533.5,693.3333333333,367.3333333333,132,423.1666666667,128.5,152.8333333333,76.3333333333,236.6666666667,1000,26917,0,0,0,1,0
8231,0.000908,101,990,632,231,135,255,277,58,120,1000,3467,0,0,1,0,0,0
9249,0.0048,111,986,598,221,125,183,275,38,77,1000,3467,0,0,1,0,0,0
10798,0.0000061,197,981,558,130,67,188,274,53,91,1000,3467,0,0,1,0,0,0
10716,0.000784,106,1000,583,178,108,197,263,62,118,1000,3467,0,0,1,0,0,0
8819,0.00182,144,995,607,168,125,231,258,58,79,1000,3467,0,0,0,0,1,0
9774,0.00037,87,1000,622,197,207,231,335,91,67,1000,3467,0,0,1,0,0,0
9671,0.00357,125,1000,579,168,96,226,288,77,84,1000,3467,0,0,1,0,1,0
8603,0.0000555,120,995,595,106,84,221,337,82,82,1000,3467,0,0,1,0,0,0
10415,0.00000729,135,995,586,130,87,168,284,34,72,1000,3467,0,0,1,0,0,0
7692,0.00464,115,1000,594,149,89,250,241,53,70,1000,3467,0,0,1,0,0,0
61.8947368421,116994.631578947,0,829.5789473684,941.6315789474,483.5263157895,23.8421052632,229.3684210526,20.7368421053,139.4210526316,5.1578947368,26.5366315789,978.5263157895,19514,0,1,0,0,0
63.8947368421,119260.210526316,0,828.8421052632,939.5789473684,498.0526315789,22.6842105263,190.7894736842,18.5789473684,113.7894736842,2.9473684211,26.2631578947,984.7894736842,19514,0,1,0,0,0
67.6842105263,124908.157894737,0,831.9473684211,936.4736842105,464.8421052632,18.5789473684,202.4736842105,17.6315789474,132.2631578947,3.8421052632,27.1578947368,975,19514,0,1,0,0,0
65.5789473684,116010.736842105,0,828.8947368421,937.3157894737,501.4736842105,21.6842105263,208.8947368421,19.9473684211,127.0526315789,3.9473684211,26.9332631579,986.0526315789,19514,0,1,0,0,0
62.1578947368,131145.631578947,0,829.5263157895,941.8947368421,505.3157894737,23.0526315789,218.0526315789,19,130.3684210526,6.4210526316,32.9332631579,983.2631578947,19514,0,1,0,0,0
67.5789473684,108597.263157895,0,826.6315789474,938.8421052632,520.8947368421,24.0526315789,215,18.2105263158,122.8421052632,5.1578947368,23.0770526316,980.8947368421,19514,0,1,0,0,0
71.5263157895,108070.947368421,0,827.0526315789,936.2105263158,474.2631578947,23.3684210526,249.4210526316,17.1052631579,119.8947368421,3.8947368421,36.2875789474,979.1578947368,19514,0,1,0,0,0
69.0526315789,114995.684210526,0,829.3157894737,942.6842105263,506.2105263158,23.2631578947,207.5263157895,17.5789473684,116.0526315789,3.6842105263,25.828,985.7368421053,19514,0,1,0,0,0
66,103048.368421053,0,827.8421052632,941.5789473684,478.8421052632,24.1052631579,233.5789473684,20.2631578947,115.2631578947,4.2631578947,41.7227368421,985.3157894737,19514,0,1,0,0,0
62,111242.789473684,0,827.5789473684,941.4736842105,494.4210526316,20.0526315789,201.5122105263,17.6842105263,126.2631578947,3.8947368421,27.5648421053,978.5789473684,19514,0,1,0,0,0
13309,2.68E-34,134,437,543,161,157,125,179,41,126,973,80719,0,0,1,0,0,0
9525,0,90,415,556,159,144,131,177,41,135,966,80719,0,0,1,0,0,0
8197,8.78E-31,146,467,546,160,171,113,172,35,121,965,80719,0,0,1,0,0,0
11302,0,145,454,548,157,150,119,173,38,118,970,80719,0,0,1,0,0,0
9803,2.47E-32,90,445,560,161,145,120,171,39,119,969,80719,0,0,1,0,0,0
10807,2.77E-34,147,455,541,154,148,121,171,39,123,970,80719,0,0,1,0,0,0
8630,0,151,455,562,167,156,126,171,41,126,965,80719,0,0,1,0,0,0
8091,1.74E-33,87,480,566,162,156,121,166,31,135,982,80719,0,0,1,0,0,0
11260,3.1E-33,148,445,567,171,166,127,170,42,135,967,80719,0,0,1,0,0,0
12165,0,97,462,571,148,138,119,175,34,133,958,80719,0,0,1,0,0,0
15568,1.14E-10,312,962,635,338,269,375,392,150,75,1000,1818,0,0,1,0,0,0
7394,2.65E-14,475,1000,611,300,225,250,257,113,62,1000,1818,0,0,0,0,1,0
6918,0.000000002,325,1000,643,350,338,250,263,87,62,1000,1818,0,0,0,0,1,0
10991,1.92E-14,412,975,773,400,500,363,332,175,56,1000,1818,0,0,1,0,0,0
4596,1.07E-12,300,1000,695,300,294,375,385,125,100,1000,1818,0,0,0,0,1,0
7678,1.49E-09,275,975,657,375,262,325,243,113,62,1000,1818,0,0,1,0,0,0
12787,3.51E-08,325,887,611,262,175,262,336,87,31,1000,1818,0,0,1,0,1,0
2595,5.4E-11,300,1000,766,412,444,387,336,125,75,1000,1818,0,0,0,0,1,0
7355,0.000000142,262,962,644,325,363,300,342,113,6,1000,1818,0,0,1,0,0,0
3051,1.93E-10,262,1000,657,325,312,350,417,150,38,1000,1818,0,0,0,0,1,0
103,823,442.6666666667,79.3333333333,150,656,333.3333333333,500,300.3333333333,787.6666666667,123.6666666667,318,947,30200,0,1,0,0,0
140,264,491,119.3333333333,181,648.3333333333,333.3333333333,500,285,131,84,335.6666666667,980.3333333333,30200,0,1,0,0,0
235.6666666667,545.3333333333,544.6666666667,86,163.3333333333,661.3333333333,333.3333333333,500,289.3333333333,60,92.6666666667,318,962.6666666667,30200,0,0,0,1,0
130.6666666667,471.3333333333,582,99,181,634.6666666667,326.6666666667,495.6666666667,324.3333333333,80,123.6666666667,362.3333333333,962.6666666667,30200,0,1,0,0,0
211.6666666667,346,604,103.6666666667,163.3333333333,650.3333333333,333.3333333333,500,322.6666666667,71.3333333333,123.3333333333,337.6666666667,973.6666666667,30200,0,1,0,0,0
109.6666666667,714.6666666667,524,130.3333333333,185.3333333333,591.6666666667,284.6666666667,453.6666666667,262.6666666667,515,110.3333333333,335.6666666667,982.3333333333,30200,0,1,0,0,0
37.3333333333,762,541.6666666667,59.6666666667,108.3333333333,603,315.6666666667,464.6666666667,289,538.6666666667,123.6666666667,332.3333333333,938.3333333333,30200,0,1,0,0,0
67.6666666667,408.6666666667,519.6666666667,72.6666666667,136.6666666667,657,333.3333333333,500,342.3333333333,122.6666666667,128,331.3333333333,978,30200,0,0,0,1,0
174,457.3333333333,562.3333333333,128,262.6666666667,652.3333333333,333.3333333333,500,309,448,141.3333333333,332.3333333333,951.3333333333,30200,0,0,0,1,0
114,500.6666666667,386.3333333333,123.6666666667,220.6666666667,659.3333333333,333.3333333333,500,324.6666666667,756.3333333333,119.3333333333,338.6666666667,980.3333333333,30200,0,0,0,1,0
143,1000,0,0,712,356,500,190,343,70,312,1000,106444,0,0,0,0,1,0
188,1000,0,0,687,343,500,184,368,80,361,1000,106444,0,0,1,0,0,0
234,1000,0,0,731,365,500,222,360,80,302,1000,106444,0,0,0,0,1,0
169,1000,0,0,664,332,500,167,355,76,331,1000,106444,0,0,0,0,1,0
340,1000,0,0,685,342,500,173,346,69,312,1000,106444,0,0,0,0,1,0
130,1000,0,0,649,325,500,198,349,75,318,1000,106444,0,0,1,0,0,0
165,1000,0,0,704,352,500,169,352,73,313,1000,106444,0,0,1,0,0,0
266,1000,0,0,685,342,500,180,335,82,289,1000,106444,0,0,1,0,0,0
235,1000,0,0,729,364,500,187,378,67,305,1000,106444,0,0,0,0,1,0
239,1000,0,0,720,360,500,183,350,65,305,1000,106444,0,0,0,0,1,0
480.5,524.75,0.4210375,201.25,529,500.5,250.25,500,208.5,238.5,81.5,280,997.25,47000,0,1,0,0,0
568,595.75,0.86045,211,574,500.5,250,500,222.25,244.5,83.75,295.75,997,47000,0,1,0,0,0
486.75,652.5,0.989925,192.5,487.75,500.25,250,500,210.25,220.5,76.5,284.5,997.75,47000,0,1,0,1,0
490.5,554.75,0.261215,194.25,577.5,500,250.25,500,215.5,248,87.75,292.25,998,47000,0,1,0,0,0
486.25,455.25,0.280315,220.5,563.75,500.25,250,500,206.25,222.75,72.5,309.75,996.75,47000,0,1,0,0,0
422,520,0.2420375,203.5,532.75,500,250,500,211.25,233.25,75.75,301,998,47000,0,1,0,0,0
527.25,580.75,0.95025,205,513.25,500.25,250,500,220.25,251.75,82.75,291.5,997,47000,0,1,0,0,0
484,561.25,0.97495,199.75,550.75,500,250.25,500,213.5,224,79.75,286.25,999.25,47000,0,1,0,0,0
520.25,568,0.16075,204.75,559.25,500.25,249.75,500,212.5,234.5,76.25,294,997.25,47000,0,1,0,0,0
450,557.25,0.9008,192.5,547.75,500.5,250,500,215.5,245.25,74,292.75,997.5,47000,0,1,0,0,0
43023,1000,0,0,422,34,7,83,131,37,10,1000,27188,0,0,0,0,1,1
24360,1000,0,0,409,44,17,87,152,28,15,1000,27188,0,0,0,0,1,1
24855,1000,0,0,433,39,11,83,138,28,7,1000,27188,0,0,0,0,1,1
26566,1000,0,0,389,44,16,97,137,32,15,1000,27188,0,0,0,0,1,1
22657,1000,0,0,669,30,6,74,120,23,7,1000,27188,0,0,0,0,1,1
28109,1000,0,0,411,28,15,71,142,28,2,1000,27188,0,0,1,0,0,0
35887,1000,0,0,270,30,14,69,143,32,5,1000,27188,0,1,1,0,0,0
47842,1000,0,0,363,21,6,80,112,28,9,1000,27188,0,0,0,0,1,1
39732,1000,0,0,226,28,21,76,132,28,17,1000,27188,0,0,0,0,1,1
56419,1000,0,0,258,21,16,57,133,18,15,1000,27188,0,0,0,0,1,1
1198.3636363636,1733.1818181818,8.4610909091,472.3636363636,826.4545454545,183.4545454545,91,500,57.3636363636,83.0909090909,4.3636363636,207.8181818182,951.0909090909,76154,0,0,0,1,0
1286.5454545455,1970.7272727273,7.9033636364,495.2727272727,839.6363636364,183.9090909091,91,500,54.5454545455,86,3.0909090909,196.1818181818,931.0909090909,76154,0,1,0,0,0
1082.7272727273,1471.4545454546,7.4639090909,487.7272727273,811.0909090909,183.9090909091,91,500,57.9090909091,77.1818181818,3.2727272727,199.2727272727,951,76154,0,0,0,1,0
1081.4545454546,1446.8181818182,8.839,490.0909090909,809.6363636364,183.6363636364,91,500,56.1818181818,83,4.3636363636,199.0909090909,936.6363636364,76154,0,0,0,1,0
1373.7272727273,1384.4545454546,8.2839090909,496.4545454545,828.1818181818,183.7272727273,91,500,56.0909090909,75.2727272727,2.7272727273,201.8181818182,947.7272727273,76154,0,0,0,1,0
984.9090909091,1393,8.1153636364,486.6363636364,827.6363636364,183.7272727273,91,500,55.7272727273,80.9090909091,2.5454545455,207.9090909091,918.5454545455,76154,0,1,0,1,0
1078.7272727273,1416.1818181818,9.3193636364,494,829.0909090909,183.8181818182,91,500,54.2727272727,76.0909090909,2.5454545455,202.5454545455,948.4545454545,76154,0,1,0,0,0
1308.2727272727,1529,8.2223636364,510.3636363636,820.1818181818,183.7272727273,91,500,56.4545454545,83.4545454545,2.7272727273,202.0909090909,945.9090909091,76154,0,0,0,1,0
1174.7272727273,1438.2727272727,8.2937272727,475.4545454545,821.2727272727,183.8181818182,91,500,55.9090909091,76.0909090909,3.0909090909,204,952.9090909091,76154,0,1,0,0,0
1010.6363636364,1648,7.7102727273,519.2727272727,847.3636363636,183.8181818182,91,500,55.8181818182,79.9090909091,2,201.5454545455,949.4545454545,76154,0,0,0,1,0
1360.3333333333,324.3333333333,3.6893333333,212.3333333333,374.3333333333,667.6666666667,333.3333333333,500,188.6666666667,333,79.3333333333,52,1000,125000,0,1,0,0,0
1302,361,2.3883333333,210.6666666667,378.6666666667,668,333.3333333333,500,185.3333333333,329,75,52.6666666667,1000,125000,0,1,0,0,0
1270.3333333333,365,6.2163333333,211.6666666667,363.6666666667,668.3333333333,333.3333333333,500,190.3333333333,332,74.3333333333,55.6666666667,1000,125000,0,1,0,0,0
1292,341,3.7183333333,208,364,668.6666666667,333,500,196,332.3333333333,82,52.3333333333,1000,125000,0,1,0,0,0
1261.3333333333,292,4.0853333333,223.6666666667,370.6666666667,669.3333333333,333.3333333333,500,198.6666666667,333.3333333333,79.6666666667,53.6666666667,1000,125000,0,1,0,0,0
1305,302,3.7336666667,227.6666666667,368.3333333333,668.6666666667,333.3333333333,500,194.6666666667,331.6666666667,82,51.3333333333,1000,125000,0,1,0,0,0
1313,355.3333333333,4.2246666667,210.6666666667,356.6666666667,668.3333333333,333.6666666667,500,193,331.6666666667,81.6666666667,53,1000,125000,0,1,0,0,0
1287,340.6666666667,2.4,212.3333333333,373.6666666667,668.3333333333,333.3333333333,500,193.3333333333,326,81.3333333333,53.3333333333,1000,125000,0,1,0,0,0
1279,326.3333333333,2.665,213,366,667.3333333333,333,500,193.6666666667,328.3333333333,82.3333333333,52.6666666667,1000,125000,0,1,0,0,0
1297,344.6666666667,2.999,222,381,668.3333333333,333.3333333333,500,178.6666666667,320.6666666667,76.3333333333,51,1000,125000,0,1,0,0,0
4540.3333333333,20142,0.3513666667,743.6666666667,943.6666666667,662,333.6666666667,500,142.3333333333,205,48.6666666667,121.6666666667,988.6666666667,13692,0,1,0,0,0
3663.3333333333,14535.3333333333,0.3492666667,726.3333333333,979.6666666667,660.3333333333,333,500,150,171.6666666667,30,108,962.3333333333,13692,0,1,0,0,0
3595.3333333333,18745,0.3436933333,737.6666666667,979.3333333333,662.6666666667,333.3333333333,500,161.3333333333,171,60,97.6666666667,977.6666666667,13692,0,0,0,1,0
3528.3333333333,16462.6666666667,0.34386,676,990.6666666667,663.6666666667,333.3333333333,500,172.3333333333,212.6666666667,60,102.3333333333,994.3333333333,13692,0,0,0,1,0
3603.3333333333,16364.3333333333,0.6877,700.3333333333,985,646.3333333333,333.6666666667,500,138.6666666667,170.3333333333,30,105,955,13692,0,1,0,1,0
3297.3333333333,12626.6666666667,1.0277333333,677.6666666667,981.6666666667,662.6666666667,333.3333333333,500,157.3333333333,181,33.6666666667,118,988.6666666667,13692,0,0,0,1,0
4100.6666666667,18578.3333333333,0.1669666667,803.3333333333,987,656.3333333333,333,500,142.3333333333,237,63.6666666667,100.3333333333,983,13692,0,1,0,0,0
4354.6666666667,16720,0.3415866667,706,973.6666666667,663.6666666667,333.3333333333,500,176,258.3333333333,60,115,981.3333333333,13692,0,0,0,1,0
3872.6666666667,15335.3333333333,0.23581,725,985.3333333333,661,333.3333333333,500,147.6666666667,192,44.6666666667,127.3333333333,992.6666666667,13692,0,0,0,1,0
4116.6666666667,17435.3333333333,0.3473333333,734,970,664.6666666667,333.3333333333,500,142.3333333333,194.3333333333,44.6666666667,107,977.6666666667,13692,0,1,0,1,0
122954.571428571,132028.857142857,0,746.5714285714,847.1428571429,175.8571428571,45.2857142857,357.1428571429,38.5714285714,161.1428571429,5.7142857143,8.4285714286,1000,5941,0,0,0,0,0
107307.857142857,111106.857142857,0,753.8571428571,842.7142857143,176.4285714286,29.7142857143,285.7142857143,37.1428571429,214.7142857143,8.5714285714,12.7142857143,1000,5941,0,0,0,0,0
107610.571428571,57872.5714285714,0,743.8571428571,871,241.2857142857,56.5714285714,357.1428571429,35.4285714286,153.7142857143,2.8571428571,4.2857142857,1000,5941,0,0,0,0,0
466992.571428571,79468.1428571429,0,807.4285714286,913.5714285714,193,36.8571428571,285.7142857143,37.1428571429,240.1428571429,11.4285714286,27.5714285714,1000,5941,0,0,0,0,0
164268.714285714,58774.1428571429,0,786.2857142857,907.8571428571,204.8571428571,25.5714285714,222.8571428571,46.8571428571,203.7142857143,14.2857142857,3.5714285714,1000,5941,0,0,0,0,0
514733.428571429,60444.2857142857,0,784.8571428571,863.8571428571,170.4285714286,32.5714285714,285.7142857143,42.5714285714,187.5714285714,5.7142857143,14.8571428571,1000,5941,0,0,0,0,0
162614.571428571,89768.1428571429,0,792,906.5714285714,203.5714285714,35.2857142857,285.7142857143,37,175.2857142857,5.7142857143,2.8571428571,1000,5941,0,0,0,0,0
137807.714285714,96689.2857142857,0,831.5714285714,891,189.1428571429,32.5714285714,290.7142857143,39.7142857143,145.4285714286,5.7142857143,9.8571428571,1000,5941,0,0,0,0,0
442571.714285714,81245.8571428572,0,773.7142857143,888.1428571429,198.8571428571,41.1428571429,285.7142857143,51.1428571429,189.8571428571,14.2857142857,2.1428571429,1000,5941,0,0,0,0,0
104180.714285714,95594.8571428571,0,755.2857142857,874,227.5714285714,29.7142857143,259.5714285714,35.5714285714,152.1428571429,2.8571428571,5,1000,5941,0,0,0,0,0

